Time,area_km2,elevation_m,changed_storage_mcm
2003-01-31,6.48,66.6,48.7
2003-02-28,6.91,67.3,53.71
2003-03-31,7.35,68.1,59.02
2003-04-30,7.78,68.8,64.98
2003-05-31,7.56,68.5,62.01
2003-06-30,7.35,68.1,59.05
2003-07-31,7.13,67.7,56.37
2003-08-31,6.91,67.3,53.75
2003-09-30,6.7,66.9,51.16
2003-10-31,6.48,66.6,48.76
2003-11-30,6.26,66.2,46.36
2003-12-31,6.17,66.0,45.32
2004-01-31,5.05,63.7,35.7
2004-02-29,8.61,70.5,78.66
2004-03-31,8.34,69.9,73.82
2004-04-30,7.32,68.0,58.73
2004-05-31,7.17,67.8,56.84
2004-06-30,7.03,67.5,55.17
2004-07-31,6.89,67.3,53.5
2004-08-31,6.76,67.0,51.83
2004-09-30,6.62,66.8,50.27
2004-10-31,10.32,75.9,130.05
2004-11-30,10.38,76.2,133.26
2004-12-31,9.81,73.8,109.32
2005-01-31,9.84,73.9,110.34
2005-02-28,9.33,72.3,94.81
2005-03-31,9.7,73.5,105.72
2005-04-30,8.72,70.7,80.59
2005-05-31,8.61,70.5,78.7
2005-06-30,6.53,66.7,49.3
2005-07-31,6.64,66.8,50.51
2005-08-31,6.75,67.0,51.74
2005-09-30,9.4,72.5,96.51
2005-10-31,10.2,75.3,124.33
2005-11-30,9.13,71.7,89.6
2005-12-31,9.44,72.6,97.84
2006-01-31,9.75,73.6,107.53
2006-02-28,10.0,74.5,116.37
2006-03-31,10.2,75.3,124.49
2006-04-30,10.54,77.0,142.06
2006-05-31,10.46,76.6,137.71
2006-06-30,10.38,76.2,133.36
2006-07-31,10.3,75.8,129.33
2006-08-31,10.22,75.5,125.61
2006-09-30,10.14,75.1,121.89
2006-10-31,10.06,74.8,118.73
2006-11-30,9.41,72.5,96.89
2006-12-31,10.05,74.7,118.09
2007-01-31,10.46,76.6,137.9
2007-02-28,10.26,75.6,127.13
2007-03-31,10.52,76.9,140.8
2007-04-30,10.32,75.9,130.17
2007-05-31,8.62,70.5,78.87
2007-06-30,7.85,69.0,65.88
2007-07-31,7.07,67.6,55.62
2007-08-31,7.31,68.0,58.55
2007-09-30,7.55,68.4,61.86
2007-10-31,9.74,73.6,106.96
2007-11-30,8.79,70.9,81.85
2007-12-31,8.33,69.9,73.64
2008-01-31,8.53,70.3,77.22
2008-02-29,10.31,75.8,129.49
2008-03-31,9.93,74.3,113.77
2008-04-30,9.99,74.5,115.85
2008-05-31,6.89,67.3,53.46
2008-06-30,7.53,68.4,61.61
2008-07-31,8.18,69.6,71.19
2008-08-31,8.82,71.0,82.48
2008-09-30,9.47,72.7,98.5
2008-10-31,10.11,74.9,120.46
2008-11-30,9.99,74.5,116.08
2008-12-31,9.92,74.2,113.26
2009-01-31,10.0,74.5,116.24
2009-02-28,11.03,80.4,178.33
2009-03-31,10.55,77.1,142.53
2009-04-30,9.92,74.2,113.45
2009-05-31,7.78,68.8,64.92
2009-06-30,7.6,68.5,62.57
2009-07-31,7.43,68.2,60.21
2009-08-31,7.26,67.9,57.94
2009-09-30,9.52,72.9,100.09
2009-10-31,7.86,69.0,66.02
2009-11-30,9.35,72.3,95.16
2009-12-31,9.62,73.2,102.94
2010-01-31,10.17,75.2,122.93
2010-02-28,9.43,72.6,97.36
2010-03-31,6.22,66.1,45.81
2010-04-30,9.84,73.9,110.25
2010-05-31,8.51,70.3,76.85
2010-06-30,7.93,69.1,67.19
2010-07-31,7.26,67.9,57.91
2010-08-31,7.35,68.1,59.12
2010-09-30,7.45,68.2,60.41
2010-10-31,7.01,67.5,54.91
2010-11-30,6.57,66.7,49.8
2010-12-31,6.64,66.8,50.55
2011-01-31,8.41,70.1,74.98
2011-02-28,8.53,70.3,77.1
2011-03-31,8.08,69.4,69.65
2011-04-30,7.65,68.6,63.26
2011-05-31,7.33,68.0,58.75
2011-06-30,7.0,67.5,54.74
2011-07-31,6.67,66.9,50.82
2011-08-31,6.34,66.3,47.16
2011-09-30,6.01,65.8,43.71
2011-10-31,8.98,71.3,85.95
2011-11-30,8.01,69.3,68.55
